scenario,topology,tier_index,tier_name,mars_base_latency_s,blackout_duration_s,seed,pre_success,pre_total,during_success,during_total,post_success,post_total,avg_latency_s,first_post_blackout_s,earth_local_success,earth_local_total,mars_local_success,mars_local_total
blackout_only,full_coverage,0,mars,186.0,900.0,81,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,81,5,5,7,7,20,20,5.130797,6.710174,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,81,5,5,8,8,21,21,0.132458,61.849879,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,81,5,5,8,8,21,21,0.180645,62.534722,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,81,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,81,5,5,7,7,20,20,5.129538,6.649550,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,81,5,5,8,8,21,21,0.131614,61.848534,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,81,5,5,8,8,21,21,0.184132,62.593434,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,82,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,82,5,5,7,7,20,20,5.130759,6.671905,1778,1778,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,82,5,5,8,8,21,21,0.131759,61.848938,1778,1778,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,82,5,5,8,8,21,21,0.182875,62.552215,1778,1778,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,82,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,82,5,5,7,7,20,20,5.131560,6.691836,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,82,5,5,8,8,21,21,0.131478,61.859204,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,82,5,5,8,8,21,21,0.181781,62.511482,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,83,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,83,5,5,7,7,20,20,5.127404,6.640043,1778,1778,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,83,5,5,8,8,21,21,0.132814,61.848434,1778,1778,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,83,5,5,8,8,21,21,0.182632,62.562612,1778,1778,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,83,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,83,5,5,7,7,20,20,5.127513,6.638517,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,83,5,5,8,8,21,21,0.130612,61.829311,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,83,5,5,8,8,21,21,0.182729,62.547295,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,84,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,84,5,5,7,7,20,20,5.132688,6.734816,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,84,5,5,8,8,21,21,0.131938,61.844627,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,84,5,5,8,8,21,21,0.182764,62.501346,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,84,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,84,5,5,7,7,20,20,5.132083,6.733104,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,84,5,5,8,8,21,21,0.133203,61.873996,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,84,5,5,8,8,21,21,0.181447,62.526768,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,85,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,85,5,5,7,7,20,20,5.131625,6.733816,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,85,5,5,8,8,21,21,0.132410,61.844681,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,85,5,5,8,8,21,21,0.182403,62.522189,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,85,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,85,5,5,7,7,20,20,5.132341,6.744228,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,85,5,5,8,8,21,21,0.130900,61.856664,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,85,5,5,8,8,21,21,0.182058,62.550366,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,86,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,86,5,5,7,7,20,20,5.130139,6.674555,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,86,5,5,8,8,21,21,0.131409,61.846438,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,86,5,5,8,8,21,21,0.181890,62.561857,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,86,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,86,5,5,7,7,20,20,5.129919,6.696001,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,86,5,5,8,8,21,21,0.131386,61.840147,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,86,5,5,8,8,21,21,0.185536,62.597706,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,87,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,87,5,5,7,7,20,20,5.133548,6.769741,1778,1778,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,87,5,5,8,8,21,21,0.132759,61.853205,1778,1778,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,87,5,5,8,8,21,21,0.184318,62.587307,1778,1778,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,87,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,87,5,5,7,7,20,20,5.132207,6.720753,1778,1778,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,87,5,5,8,8,21,21,0.131579,61.844253,1778,1778,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,87,5,5,8,8,21,21,0.182287,62.534799,1778,1778,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,88,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,88,5,5,7,7,20,20,5.130372,6.687123,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,88,5,5,8,8,21,21,0.130110,61.804149,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,88,5,5,8,8,21,21,0.183046,62.569709,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,88,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,88,5,5,7,7,20,20,5.130990,6.701156,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,88,5,5,8,8,21,21,0.133068,61.847766,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,88,5,5,8,8,21,21,0.182461,62.554636,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,89,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,89,5,5,7,7,20,20,5.131519,6.693151,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,89,5,5,8,8,21,21,0.130625,61.834419,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,89,5,5,8,8,21,21,0.183027,62.541872,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,89,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,89,5,5,7,7,20,20,5.131800,6.710644,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,89,5,5,8,8,21,21,0.131226,61.811075,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,89,5,5,8,8,21,21,0.182864,62.520922,1777,1777,1980,1980
