scenario,mars_base_latency_s,blackout_start_s,blackout_duration_s,sim_end_s,reconcile_interval_s,global_timeout_s,global_max_rounds,seed,earth_success,earth_total,mars_success,mars_total,global_pre_success,global_pre_total,global_during_success,global_during_total,global_post_success,global_post_total,first_success_after_blackout_s,avg_global_latency_s,earth_local_avg_latency_s,earth_local_p95_latency_s,mars_local_avg_latency_s,mars_local_p95_latency_s,global_phase1_responses_earth,global_phase1_responses_leo,global_phase1_responses_moon,global_phase1_responses_mars,global_phase2_responses_earth,global_phase2_responses_leo,global_phase2_responses_moon,global_phase2_responses_mars,network_src_sent_earth,network_src_sent_leo,network_src_sent_moon,network_src_sent_mars,network_src_avg_oneway_s_earth,network_src_avg_oneway_s_leo,network_src_avg_oneway_s_moon,network_src_avg_oneway_s_mars
with_repeater,1342.0,600.0,300.0,4000.0,120.0,500.0,1,80,1777,1777,1980,1980,5,5,3,3,26,26,61.608788,0.181875,0.251050,0.263476,0.021069,0.022696,122,24,22,15,170,34,34,34,36560,68,68,23898,4.588045,0.019769,1.279677,3.555321
blackout_only,1342.0,600.0,300.0,4000.0,120.0,500.0,1,81,1778,1778,1980,1980,5,5,3,3,26,26,61.675097,0.182581,0.250815,0.263412,0.021077,0.022646,136,24,22,13,170,34,34,24,36580,68,68,23880,4.469508,0.019440,1.279939,2.709329
with_repeater,1342.0,600.0,300.0,4000.0,120.0,500.0,1,81,1778,1778,1980,1980,5,5,3,3,26,26,61.663877,0.184547,0.250704,0.263509,0.021062,0.022558,118,23,20,22,170,34,34,34,36580,68,68,23898,4.587337,0.020135,1.280486,3.498561
blackout_only,1342.0,600.0,300.0,4000.0,120.0,500.0,1,82,1777,1777,1980,1980,5,5,3,3,26,26,61.584431,0.180498,0.251133,0.263760,0.021038,0.022619,121,29,25,11,170,34,34,24,36560,68,68,23880,4.470533,0.019718,1.280295,2.708379
with_repeater,1342.0,600.0,300.0,4000.0,120.0,500.0,1,82,1777,1777,1980,1980,5,5,3,3,26,26,61.614317,0.181242,0.251103,0.263688,0.021053,0.022650,111,22,25,16,170,34,34,33,36560,68,68,23898,4.588248,0.020553,1.280196,3.441731
blackout_only,1342.0,600.0,300.0,4000.0,120.0,500.0,1,83,1777,1777,1980,1980,5,5,3,3,26,26,61.633365,0.183264,0.251244,0.263045,0.021070,0.022634,120,24,20,12,170,34,34,24,36560,68,68,23880,4.473247,0.020098,1.280265,2.766415
with_repeater,1342.0,600.0,300.0,4000.0,120.0,500.0,1,83,1777,1777,1980,1980,5,5,3,3,26,26,61.629245,0.183676,0.250919,0.263445,0.021065,0.022644,123,27,20,18,170,34,34,33,36570,68,68,23898,4.586974,0.019900,1.279870,3.441639
blackout_only,1342.0,600.0,300.0,4000.0,120.0,500.0,1,84,1777,1777,1980,1980,5,5,3,3,26,26,61.693368,0.185839,0.251309,0.264127,0.021038,0.022627,124,21,22,11,170,34,34,24,36560,68,68,23880,4.471753,0.020126,1.279832,2.710132
with_repeater,1342.0,600.0,300.0,4000.0,120.0,500.0,1,84,1777,1777,1980,1980,5,5,3,3,26,26,61.656578,0.180962,0.251136,0.263889,0.021079,0.022718,129,21,20,18,170,34,34,33,36560,68,68,23898,4.590607,0.019936,1.279817,3.448377
blackout_only,1342.0,600.0,300.0,4000.0,120.0,500.0,1,85,1777,1777,1980,1980,5,5,3,3,26,26,61.665546,0.183074,0.251061,0.263987,0.021072,0.022618,121,24,19,10,170,34,34,24,36560,68,68,23880,4.472826,0.019399,1.279272,2.709143
with_repeater,1342.0,600.0,300.0,4000.0,120.0,500.0,1,85,1777,1777,1980,1980,5,5,3,3,26,26,61.618711,0.181270,0.251134,0.263908,0.021088,0.022712,125,26,22,9,170,34,34,33,36560,68,68,23898,4.588823,0.019833,1.279159,3.443887
blackout_only,1342.0,600.0,300.0,4000.0,120.0,500.0,1,86,1777,1777,1980,1980,5,5,3,3,26,26,61.680077,0.182290,0.251366,0.264662,0.021087,0.022673,116,26,19,10,170,34,34,24,36560,68,68,23880,4.472526,0.020098,1.280366,2.708452
with_repeater,1342.0,600.0,300.0,4000.0,120.0,500.0,1,86,1777,1777,1980,1980,5,5,3,3,26,26,61.688575,0.184288,0.251190,0.263572,0.021084,0.022686,130,24,21,13,170,34,34,33,36560,68,68,23898,4.589365,0.019961,1.279041,3.442770
blackout_only,1342.0,600.0,300.0,4000.0,120.0,500.0,1,87,1777,1777,1980,1980,5,5,3,3,26,26,61.630889,0.182254,0.250909,0.263623,0.021065,0.022659,125,19,21,14,170,34,34,24,36570,68,68,23880,4.470624,0.020025,1.279130,2.707928
with_repeater,1342.0,600.0,300.0,4000.0,120.0,500.0,1,87,1777,1777,1980,1980,5,5,3,3,26,26,61.685271,0.185832,0.250964,0.263078,0.021078,0.022652,132,23,22,15,170,34,34,33,36566,68,68,23898,4.587201,0.020306,1.279210,3.443785
blackout_only,1342.0,600.0,300.0,4000.0,120.0,500.0,1,88,1777,1777,1980,1980,5,5,3,3,26,26,61.660436,0.185288,0.250927,0.263726,0.021055,0.022598,130,21,20,13,170,34,34,25,36570,68,68,23880,4.470490,0.020662,1.280324,2.820996
with_repeater,1342.0,600.0,300.0,4000.0,120.0,500.0,1,88,1777,1777,1980,1980,5,5,3,3,26,26,61.678117,0.183906,0.250853,0.264080,0.021078,0.022663,123,24,19,17,170,34,34,33,36579,68,68,23898,4.585464,0.020534,1.279433,3.443995
blackout_only,1342.0,600.0,300.0,4000.0,120.0,500.0,1,89,1777,1777,1980,1980,5,5,3,3,26,26,61.664862,0.181238,0.250977,0.263460,0.021063,0.022606,111,26,22,10,170,34,34,24,36566,68,68,23880,4.471740,0.020489,1.281798,2.709268
with_repeater,1342.0,600.0,300.0,4000.0,120.0,500.0,1,89,1777,1777,1980,1980,5,5,3,3,26,26,61.682666,0.182545,0.251064,0.263463,0.021093,0.022626,109,28,20,16,170,34,34,33,36560,68,68,23898,4.587982,0.020026,1.278845,3.444095
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,40,1778,1778,1980,1980,5,5,8,8,21,21,62.524300,0.181014,0.250736,0.263770,0.021081,0.022686,126,24,23,1,170,34,34,9,36580,68,68,23850,3.368766,0.019867,1.280914,1.019137
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,40,1778,1778,1980,1980,5,5,8,8,21,21,62.460615,0.181582,0.250718,0.263619,0.021073,0.022702,136,21,23,14,170,34,34,39,36580,68,68,23898,3.678348,0.019618,1.280780,2.171912
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,41,1777,1777,1980,1980,5,5,8,8,21,21,62.558993,0.183895,0.251267,0.264535,0.021038,0.022581,117,19,26,6,170,34,34,9,36560,68,68,23850,3.370628,0.020057,1.280479,1.019832
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,41,1777,1777,1980,1980,5,5,8,8,21,21,62.585950,0.183482,0.251103,0.264594,0.021053,0.022611,124,27,24,18,170,34,34,39,36560,68,68,23898,3.684049,0.019845,1.280503,2.176101
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,42,1777,1777,1980,1980,5,5,8,8,21,21,62.581096,0.185245,0.251118,0.263451,0.021055,0.022620,129,25,16,3,170,34,34,9,36560,68,68,23850,3.371871,0.020545,1.280549,1.019087
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,42,1777,1777,1980,1980,5,5,8,8,21,21,62.571298,0.183139,0.250975,0.263216,0.021088,0.022668,120,26,18,16,170,34,34,39,36566,68,68,23898,3.682276,0.019994,1.281515,2.175007
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,43,1777,1777,1980,1980,5,5,8,8,21,21,62.603651,0.185755,0.250852,0.263841,0.021094,0.022681,132,26,25,3,170,34,34,9,36579,68,68,23850,3.370981,0.020253,1.279202,1.019352
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,43,1778,1778,1980,1980,5,5,8,8,21,21,62.542679,0.182177,0.250795,0.263855,0.021095,0.022709,126,24,22,20,170,34,34,39,36580,68,68,23898,3.681128,0.019569,1.279069,2.175610
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,44,1777,1777,1980,1980,5,5,8,8,21,21,62.536162,0.180656,0.251020,0.263509,0.021076,0.022659,119,23,22,5,170,34,34,9,36560,68,68,23850,3.370548,0.020150,1.279652,1.020269
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,44,1777,1777,1980,1980,5,5,8,8,21,21,62.538232,0.182379,0.251004,0.263974,0.021093,0.022679,125,29,22,23,170,34,34,39,36560,68,68,23898,3.682968,0.020088,1.278252,2.174628
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,45,1777,1777,1980,1980,5,5,8,8,21,21,62.578333,0.183218,0.250948,0.263535,0.021058,0.022598,123,28,21,2,170,34,34,9,36568,68,68,23850,3.371167,0.019861,1.279917,1.019559
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,45,1777,1777,1980,1980,5,5,8,8,21,21,62.580664,0.182886,0.251247,0.264045,0.021053,0.022554,136,25,20,16,170,34,34,39,36560,68,68,23898,3.682117,0.020065,1.280433,2.179481
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,46,1777,1777,1980,1980,5,5,8,8,21,21,62.554523,0.183175,0.251206,0.264374,0.021046,0.022572,124,24,18,2,170,34,34,9,36560,68,68,23850,3.371734,0.020199,1.280386,1.019141
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,46,1777,1777,1980,1980,5,5,8,8,21,21,62.563649,0.184355,0.251146,0.264368,0.021052,0.022604,122,28,23,17,170,34,34,39,36560,68,68,23898,3.685569,0.019517,1.280090,2.175373
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,47,1777,1777,1980,1980,5,5,8,8,21,21,62.570459,0.182394,0.251400,0.264263,0.021041,0.022616,118,30,18,4,170,34,34,9,36560,68,68,23850,3.372135,0.019832,1.279978,1.019918
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,47,1777,1777,1980,1980,5,5,8,8,21,21,62.528347,0.182356,0.251160,0.264299,0.021083,0.022706,123,27,18,20,170,34,34,39,36560,68,68,23898,3.684707,0.019581,1.279464,2.172599
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,48,1777,1777,1980,1980,5,5,8,8,21,21,62.578388,0.183541,0.251495,0.264201,0.021074,0.022635,131,25,19,6,170,34,34,9,36560,68,68,23850,3.372496,0.020315,1.280066,1.018235
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,48,1777,1777,1980,1980,5,5,8,8,21,21,62.577919,0.183142,0.251362,0.263941,0.021080,0.022691,133,26,20,18,170,34,34,39,36560,68,68,23898,3.683192,0.020096,1.280374,2.172724
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,49,1777,1777,1980,1980,5,5,8,8,21,21,62.563506,0.183260,0.250944,0.263504,0.021068,0.022607,128,22,20,6,170,34,34,9,36568,68,68,23850,3.369143,0.019628,1.279504,1.019346
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,49,1778,1778,1980,1980,5,5,8,8,21,21,62.567382,0.182462,0.250774,0.263291,0.021089,0.022626,133,21,26,21,170,34,34,39,36580,68,68,23898,3.676163,0.019468,1.280221,2.174519
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,50,1777,1777,1980,1980,5,5,8,8,21,21,62.605686,0.184012,0.251082,0.263975,0.021061,0.022605,126,25,24,3,170,34,34,9,36560,68,68,23850,3.372957,0.019471,1.280865,1.020007
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,50,1777,1777,1980,1980,5,5,8,8,21,21,62.603800,0.185013,0.251279,0.264026,0.021068,0.022673,135,24,26,20,170,34,34,39,36560,68,68,23898,3.685045,0.019996,1.281757,2.175885
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,51,1777,1777,1980,1980,5,5,8,8,21,21,62.554770,0.183157,0.251094,0.263725,0.021065,0.022656,123,25,21,4,170,34,34,9,36560,68,68,23850,3.371064,0.019827,1.280185,1.018655
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,51,1777,1777,1980,1980,5,5,8,8,21,21,62.527738,0.182167,0.251069,0.263482,0.021112,0.022699,120,23,24,19,170,34,34,39,36560,68,68,23898,3.681964,0.020821,1.280530,2.173777
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,52,1777,1777,1980,1980,5,5,8,8,21,21,62.627534,0.185757,0.250888,0.264155,0.021070,0.022679,128,30,21,4,170,34,34,9,36576,68,68,23850,3.370961,0.019227,1.279279,1.019841
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,52,1777,1777,1980,1980,5,5,8,8,21,21,62.602068,0.183902,0.251004,0.263429,0.021050,0.022606,127,29,23,22,170,34,34,39,36560,68,68,23898,3.681917,0.020073,1.280287,2.172621
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,53,1778,1778,1980,1980,5,5,8,8,21,21,62.536758,0.180086,0.250840,0.264156,0.021116,0.022714,114,25,19,5,170,34,34,9,36580,68,68,23850,3.369651,0.020278,1.279986,1.019794
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,53,1777,1777,1980,1980,5,5,8,8,21,21,62.557296,0.183685,0.251242,0.263684,0.021068,0.022694,118,20,22,18,170,34,34,39,36560,68,68,23898,3.683037,0.020300,1.279667,2.172604
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,54,1778,1778,1980,1980,5,5,8,8,21,21,62.594137,0.184155,0.250830,0.263254,0.021101,0.022659,118,20,21,2,170,34,34,9,36580,68,68,23850,3.370191,0.020228,1.279662,1.019131
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,54,1778,1778,1980,1980,5,5,8,8,21,21,62.589179,0.184628,0.250803,0.263525,0.021056,0.022659,125,25,20,19,170,34,34,39,36580,68,68,23898,3.681380,0.019458,1.279813,2.174572
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,55,1777,1777,1980,1980,5,5,8,8,21,21,62.504124,0.180833,0.251079,0.264236,0.021047,0.022541,117,24,17,6,170,34,34,9,36560,68,68,23850,3.370390,0.020155,1.279995,1.019377
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,55,1778,1778,1980,1980,5,5,8,8,21,21,62.570377,0.184912,0.250763,0.263660,0.021085,0.022686,119,24,20,22,170,34,34,39,36580,68,68,23898,3.677810,0.020395,1.279827,2.176012
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,56,1777,1777,1980,1980,5,5,8,8,21,21,62.516718,0.181972,0.251243,0.264040,0.021073,0.022700,122,25,21,6,170,34,34,9,36560,68,68,23850,3.370687,0.019912,1.279271,1.019978
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,56,1777,1777,1980,1980,5,5,8,8,21,21,62.565014,0.185925,0.251107,0.263952,0.021072,0.022677,124,27,18,15,170,34,34,39,36560,68,68,23898,3.682814,0.020325,1.279938,2.177782
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,57,1777,1777,1980,1980,5,5,8,8,21,21,62.567286,0.185451,0.251254,0.263714,0.021045,0.022653,127,27,20,2,170,34,34,9,36560,68,68,23850,3.372002,0.020260,1.279495,1.019201
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,57,1777,1777,1980,1980,5,5,8,8,21,21,62.620561,0.184669,0.251028,0.263685,0.021065,0.022643,123,24,20,11,170,34,34,39,36560,68,68,23898,3.681858,0.019796,1.278519,2.171196
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,58,1777,1777,1980,1980,5,5,8,8,21,21,62.614262,0.185481,0.251240,0.264127,0.021090,0.022754,126,25,20,4,170,34,34,9,36560,68,68,23850,3.370397,0.020117,1.279953,1.019018
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,58,1777,1777,1980,1980,5,5,8,8,21,21,62.571009,0.182704,0.251142,0.263818,0.021072,0.022710,119,19,25,21,170,34,34,39,36560,68,68,23898,3.681845,0.020045,1.278646,2.177724
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,59,1778,1778,1980,1980,5,5,8,8,21,21,62.547723,0.183226,0.250585,0.263017,0.021095,0.022644,121,24,20,5,170,34,34,9,36580,68,68,23850,3.369495,0.019868,1.279104,1.020441
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,59,1777,1777,1980,1980,5,5,8,8,21,21,62.565418,0.187149,0.250887,0.263877,0.021074,0.022636,126,22,20,18,170,34,34,39,36576,68,68,23898,3.681026,0.019312,1.279227,2.175513
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,60,1777,1777,1980,1980,5,5,8,8,21,21,62.569021,0.183440,0.251232,0.264131,0.021089,0.022654,118,24,20,2,170,34,34,9,36560,68,68,23850,3.372125,0.019972,1.279677,1.018952
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,60,1777,1777,1980,1980,5,5,8,8,21,21,62.563564,0.184904,0.251010,0.263987,0.021084,0.022668,128,22,15,15,170,34,34,39,36560,68,68,23898,3.680101,0.020075,1.279688,2.171800
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,61,1777,1777,1980,1980,5,5,8,8,21,21,62.572102,0.183596,0.251004,0.263695,0.021087,0.022699,126,28,23,6,170,34,34,9,36560,68,68,23850,3.371121,0.019903,1.279851,1.020323
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,61,1777,1777,1980,1980,5,5,8,8,21,21,62.559657,0.182836,0.250980,0.263713,0.021080,0.022638,128,25,22,21,170,34,34,39,36566,68,68,23898,3.681765,0.020129,1.280522,2.176610
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,62,1777,1777,1980,1980,5,5,8,8,21,21,62.598444,0.182709,0.251055,0.263791,0.021062,0.022635,127,21,26,5,170,34,34,9,36560,68,68,23850,3.371188,0.020007,1.279846,1.019512
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,62,1777,1777,1980,1980,5,5,8,8,21,21,62.587850,0.183474,0.251083,0.263645,0.021084,0.022644,115,24,17,20,170,34,34,39,36560,68,68,23898,3.685476,0.019787,1.280154,2.177943
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,63,1778,1778,1980,1980,5,5,8,8,21,21,62.535489,0.183134,0.250791,0.263051,0.021064,0.022668,120,26,23,7,170,34,34,9,36580,68,68,23850,3.369276,0.020083,1.279281,1.019240
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,63,1777,1777,1980,1980,5,5,8,8,21,21,62.550948,0.183967,0.250893,0.263160,0.021039,0.022630,127,23,21,23,170,34,34,39,36576,68,68,23898,3.680704,0.020050,1.280525,2.176042
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,64,1778,1778,1980,1980,5,5,8,8,21,21,62.586635,0.183795,0.250830,0.263409,0.021077,0.022658,119,29,20,4,170,34,34,9,36580,68,68,23850,3.369146,0.019389,1.280364,1.019059
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,64,1777,1777,1980,1980,5,5,8,8,21,21,62.508362,0.179116,0.251109,0.263253,0.021085,0.022709,115,24,21,20,170,34,34,39,36560,68,68,23898,3.683049,0.020279,1.280136,2.175185
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,65,1777,1777,1980,1980,5,5,8,8,21,21,62.586234,0.183014,0.250967,0.263967,0.021089,0.022706,125,21,21,2,170,34,34,9,36566,68,68,23850,3.372454,0.020089,1.280182,1.019737
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,65,1777,1777,1980,1980,5,5,8,8,21,21,62.527315,0.184855,0.251081,0.263636,0.021062,0.022655,129,26,23,18,170,34,34,39,36560,68,68,23898,3.683745,0.020463,1.280189,2.178275
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,66,1777,1777,1980,1980,5,5,8,8,21,21,62.535950,0.182358,0.250907,0.263890,0.021077,0.022684,123,23,23,5,170,34,34,9,36570,68,68,23850,3.369830,0.020125,1.279319,1.019555
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,66,1777,1777,1980,1980,5,5,8,8,21,21,62.543722,0.184077,0.251116,0.263517,0.021081,0.022661,126,16,20,19,170,34,34,39,36560,68,68,23898,3.684395,0.019743,1.279874,2.172605
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,67,1778,1778,1980,1980,5,5,8,8,21,21,62.553019,0.183545,0.250739,0.263590,0.021064,0.022628,129,28,17,2,170,34,34,9,36580,68,68,23850,3.370232,0.020615,1.280183,1.020563
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,67,1777,1777,1980,1980,5,5,8,8,21,21,62.583390,0.180315,0.251074,0.263880,0.021088,0.022652,125,21,18,20,170,34,34,39,36560,68,68,23898,3.683555,0.019888,1.280807,2.171423
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,68,1777,1777,1980,1980,5,5,8,8,21,21,62.567323,0.182787,0.251253,0.264574,0.021085,0.022677,121,24,21,5,170,34,34,9,36560,68,68,23850,3.372273,0.020284,1.280546,1.018751
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,68,1777,1777,1980,1980,5,5,8,8,21,21,62.541162,0.183268,0.250937,0.263957,0.021071,0.022622,137,24,25,18,170,34,34,39,36570,68,68,23898,3.682526,0.020250,1.280006,2.174812
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,69,1777,1777,1980,1980,5,5,8,8,21,21,62.600057,0.185971,0.251206,0.264130,0.021081,0.022685,137,22,23,6,170,34,34,9,36560,68,68,23850,3.371645,0.019723,1.278893,1.019413
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,69,1777,1777,1980,1980,5,5,8,8,21,21,62.532037,0.182440,0.251177,0.263850,0.021056,0.022648,117,25,23,25,170,34,34,39,36560,68,68,23898,3.682563,0.020244,1.280241,2.175959
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,70,1777,1777,1980,1980,5,5,8,8,21,21,62.572582,0.182908,0.250985,0.263864,0.021035,0.022669,122,27,21,3,170,34,34,9,36565,68,68,23850,3.370616,0.019305,1.279422,1.019658
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,70,1778,1778,1980,1980,5,5,8,8,21,21,62.576710,0.183560,0.250829,0.263593,0.021078,0.022745,131,27,21,15,170,34,34,39,36580,68,68,23898,3.680989,0.019324,1.279027,2.176007
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,71,1777,1777,1980,1980,5,5,8,8,21,21,62.542250,0.182156,0.251294,0.264121,0.021077,0.022664,119,26,23,6,170,34,34,9,36560,68,68,23850,3.369379,0.019768,1.280375,1.019252
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,71,1777,1777,1980,1980,5,5,8,8,21,21,62.507914,0.179671,0.251001,0.263086,0.021078,0.022676,118,27,17,19,170,34,34,39,36560,68,68,23898,3.678931,0.019617,1.279479,2.178418
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,72,1778,1778,1980,1980,5,5,8,8,21,21,62.537855,0.182572,0.250774,0.264232,0.021100,0.022682,125,25,23,7,170,34,34,9,36580,68,68,23850,3.369248,0.020290,1.279269,1.018904
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,72,1777,1777,1980,1980,5,5,8,8,21,21,62.509768,0.182804,0.251075,0.263901,0.021062,0.022629,122,21,27,24,170,34,34,39,36560,68,68,23898,3.680897,0.020139,1.280502,2.172573
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,73,1777,1777,1980,1980,5,5,8,8,21,21,62.571539,0.184599,0.250911,0.263315,0.021058,0.022662,127,21,20,6,170,34,34,9,36570,68,68,23850,3.371547,0.018732,1.280723,1.019404
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,73,1778,1778,1980,1980,5,5,8,8,21,21,62.568781,0.183624,0.250795,0.263315,0.021071,0.022673,127,25,21,21,170,34,34,39,36580,68,68,23898,3.682343,0.019436,1.278844,2.174766
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,74,1778,1778,1980,1980,5,5,8,8,21,21,62.552060,0.181564,0.250584,0.263423,0.021057,0.022628,110,27,19,5,170,34,34,9,36580,68,68,23850,3.369102,0.019736,1.280243,1.019694
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,74,1778,1778,1980,1980,5,5,8,8,21,21,62.563727,0.182400,0.250725,0.263699,0.021055,0.022670,127,26,25,18,170,34,34,39,36580,68,68,23898,3.679963,0.020555,1.279684,2.177300
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,75,1778,1778,1980,1980,5,5,8,8,21,21,62.563659,0.183126,0.250727,0.264309,0.021021,0.022615,126,23,22,6,170,34,34,9,36580,68,68,23850,3.369007,0.019111,1.279825,1.019784
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,75,1777,1777,1980,1980,5,5,8,8,21,21,62.534791,0.181321,0.250947,0.263979,0.021047,0.022668,121,23,23,25,170,34,34,39,36568,68,68,23898,3.681417,0.020057,1.279909,2.174049
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,76,1777,1777,1980,1980,5,5,8,8,21,21,62.580326,0.183092,0.251159,0.263740,0.021070,0.022677,132,23,19,6,170,34,34,9,36560,68,68,23850,3.371322,0.019735,1.279578,1.019683
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,76,1777,1777,1980,1980,5,5,8,8,21,21,62.535088,0.181363,0.251002,0.263681,0.021081,0.022678,126,28,17,23,170,34,34,39,36560,68,68,23898,3.683932,0.019783,1.279478,2.175844
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,77,1778,1778,1980,1980,5,5,8,8,21,21,62.609375,0.185189,0.250761,0.263605,0.021066,0.022660,131,27,22,5,170,34,34,9,36580,68,68,23850,3.370433,0.019430,1.280039,1.020742
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,77,1777,1777,1980,1980,5,5,8,8,21,21,62.541070,0.183553,0.251138,0.264174,0.021063,0.022654,119,23,19,15,170,34,34,39,36560,68,68,23898,3.686265,0.019702,1.280074,2.172684
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,78,1777,1777,1980,1980,5,5,8,8,21,21,62.526299,0.184297,0.251152,0.264136,0.021094,0.022672,120,26,21,6,170,34,34,9,36560,68,68,23850,3.370862,0.019376,1.279108,1.019258
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,78,1777,1777,1980,1980,5,5,8,8,21,21,62.564812,0.183925,0.250878,0.263316,0.021094,0.022613,122,26,20,18,170,34,34,39,36576,68,68,23898,3.680037,0.020033,1.279669,2.171327
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,79,1777,1777,1980,1980,5,5,8,8,21,21,62.547568,0.181759,0.251232,0.263261,0.021066,0.022625,118,25,25,4,170,34,34,9,36560,68,68,23850,3.372929,0.020088,1.279218,1.019987
with_repeater,1342.0,600.0,900.0,4000.0,120.0,500.0,1,79,1777,1777,1980,1980,5,5,8,8,21,21,62.556035,0.184861,0.251117,0.263845,0.021072,0.022622,119,25,17,15,170,34,34,39,36560,68,68,23898,3.681600,0.019704,1.280394,2.176548
blackout_only,1342.0,600.0,900.0,4000.0,120.0,500.0,1,80,1778,1778,1980,1980,5,5,8,8,21,21,62.540272,0.185240,0.250833,0.263362,0.021068,0.022624,128,23,19,4,170,34,34,9,36580,68,68,23850,3.369168,0.020036,1.279925,1.019976
