scenario,mars_base_latency_s,blackout_start_s,blackout_duration_s,sim_end_s,reconcile_interval_s,global_timeout_s,global_max_rounds,seed,earth_success,earth_total,mars_success,mars_total,global_pre_success,global_pre_total,global_during_success,global_during_total,global_post_success,global_post_total,first_success_after_blackout_s,avg_global_latency_s,earth_local_avg_latency_s,earth_local_p95_latency_s,mars_local_avg_latency_s,mars_local_p95_latency_s,global_phase1_responses_earth,global_phase1_responses_leo,global_phase1_responses_moon,global_phase1_responses_mars,global_phase2_responses_earth,global_phase2_responses_leo,global_phase2_responses_moon,global_phase2_responses_mars,network_src_sent_earth,network_src_sent_leo,network_src_sent_moon,network_src_sent_mars,network_src_avg_oneway_s_earth,network_src_avg_oneway_s_leo,network_src_avg_oneway_s_moon,network_src_avg_oneway_s_mars
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,46,1778,1778,1980,1980,5,5,15,15,14,14,3.877467,0.184696,0.250752,0.263176,0.021045,0.022619,128,26,23,45,170,34,34,93,36580,68,68,23952,1.165421,0.019956,1.280796,1.641472
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,47,1777,1777,1980,1980,5,5,15,15,14,14,3.910885,0.185060,0.251080,0.263901,0.021098,0.022690,129,29,20,23,170,34,34,45,36560,68,68,23862,0.576087,0.020119,1.280370,0.703977
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,47,1778,1778,1980,1980,5,5,15,15,14,14,3.877571,0.184598,0.250785,0.263556,0.021089,0.022682,125,23,24,53,170,34,34,93,36580,68,68,23952,1.165824,0.020023,1.281041,1.636682
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,48,1777,1777,1980,1980,5,5,15,15,14,14,3.757188,0.181115,0.251113,0.264115,0.021077,0.022632,118,27,15,18,170,34,34,45,36560,68,68,23862,0.576117,0.019936,1.278413,0.706124
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,48,1777,1777,1980,1980,5,5,15,15,14,14,3.819845,0.181354,0.251034,0.263927,0.021061,0.022649,130,29,21,57,170,34,34,93,36560,68,68,23952,1.166775,0.019803,1.280252,1.640564
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,49,1778,1778,1980,1980,5,5,15,15,14,14,3.859901,0.182766,0.250566,0.263461,0.021027,0.022646,125,30,22,19,170,34,34,45,36580,68,68,23862,0.576982,0.019792,1.280556,0.705227
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,49,1778,1778,1980,1980,5,5,15,15,14,14,3.809755,0.181645,0.250654,0.262968,0.021098,0.022660,124,26,19,55,170,34,34,93,36580,68,68,23952,1.167690,0.019925,1.279592,1.638859
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,50,1777,1777,1980,1980,5,5,15,15,14,14,3.835882,0.182268,0.251019,0.263674,0.021100,0.022752,122,25,21,25,170,34,34,45,36560,68,68,23862,0.580482,0.020098,1.281017,0.706157
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,50,1777,1777,1980,1980,5,5,15,15,14,14,3.850328,0.182582,0.251241,0.263480,0.021059,0.022684,130,27,23,55,170,34,34,93,36560,68,68,23952,1.169849,0.020061,1.281150,1.646908
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,51,1777,1777,1980,1980,5,5,15,15,14,14,3.837625,0.183516,0.251201,0.263158,0.021062,0.022731,125,29,21,19,170,34,34,45,36560,68,68,23862,0.578873,0.020748,1.280997,0.705958
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,51,1777,1777,1980,1980,5,5,15,15,14,14,3.915722,0.186136,0.251146,0.264655,0.021097,0.022711,121,26,21,55,170,34,34,93,36560,68,68,23952,1.168746,0.020155,1.279854,1.644112
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,52,1777,1777,1980,1980,5,5,15,15,14,14,3.873218,0.181960,0.251064,0.263245,0.021041,0.022591,124,25,21,21,170,34,34,45,36560,68,68,23862,0.575590,0.020098,1.280045,0.704988
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,52,1777,1777,1980,1980,5,5,15,15,14,14,3.846751,0.183901,0.251082,0.263315,0.021028,0.022633,126,24,22,57,170,34,34,93,36560,68,68,23952,1.168387,0.020037,1.281629,1.644296
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,53,1777,1777,1980,1980,5,5,15,15,14,14,3.877354,0.184817,0.251179,0.264211,0.021055,0.022672,122,30,14,21,170,34,34,45,36560,68,68,23862,0.577153,0.019563,1.280784,0.704764
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,53,1777,1777,1980,1980,5,5,15,15,14,14,3.834232,0.182718,0.251205,0.264052,0.021071,0.022648,119,22,15,46,170,34,34,93,36560,68,68,23952,1.164923,0.019793,1.279141,1.642475
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,54,1777,1777,1980,1980,5,5,15,15,14,14,3.834252,0.182623,0.251063,0.262958,0.021052,0.022631,124,23,19,18,170,34,34,45,36560,68,68,23862,0.578506,0.020399,1.279594,0.703796
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,54,1777,1777,1980,1980,5,5,15,15,14,14,3.865053,0.184354,0.251105,0.263925,0.021077,0.022667,123,20,20,40,170,34,34,93,36560,68,68,23952,1.167654,0.020395,1.280225,1.640463
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,55,1778,1778,1980,1980,5,5,15,15,14,14,3.795296,0.181067,0.250765,0.263422,0.021084,0.022628,124,22,23,24,170,34,34,45,36580,68,68,23862,0.577869,0.020156,1.279053,0.703981
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,55,1777,1777,1980,1980,5,5,15,15,14,14,3.835292,0.183367,0.250982,0.263976,0.021024,0.022655,133,24,19,43,170,34,34,93,36566,68,68,23952,1.166203,0.020190,1.280070,1.650961
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,56,1777,1777,1980,1980,5,5,15,15,14,14,3.868238,0.183474,0.251173,0.264021,0.021056,0.022638,131,27,20,21,170,34,34,45,36560,68,68,23862,0.578123,0.020057,1.278753,0.705431
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,56,1777,1777,1980,1980,5,5,15,15,14,14,3.869929,0.183031,0.251020,0.264677,0.021068,0.022701,120,24,25,48,170,34,34,93,36560,68,68,23952,1.169062,0.020148,1.279826,1.646667
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,57,1777,1777,1980,1980,5,5,15,15,14,14,3.807724,0.184351,0.251594,0.263581,0.021037,0.022584,128,25,20,25,170,34,34,45,36560,68,68,23862,0.578141,0.020184,1.279847,0.705994
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,57,1777,1777,1980,1980,5,5,15,15,14,14,3.820038,0.181306,0.251168,0.263717,0.021036,0.022602,125,24,16,43,170,34,34,93,36560,68,68,23952,1.165139,0.019952,1.280555,1.643750
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,58,1777,1777,1980,1980,5,5,15,15,14,14,3.855835,0.183511,0.251338,0.264305,0.021063,0.022657,115,29,23,21,170,34,34,45,36560,68,68,23862,0.577390,0.019411,1.278902,0.706309
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,58,1777,1777,1980,1980,5,5,15,15,14,14,3.829841,0.183598,0.250966,0.263369,0.021096,0.022713,117,26,23,44,170,34,34,93,36566,68,68,23952,1.167349,0.020189,1.279488,1.655624
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,59,1777,1777,1980,1980,5,5,15,15,14,14,3.825099,0.181801,0.251158,0.263452,0.021065,0.022719,125,27,27,29,170,34,34,45,36560,68,68,23862,0.577063,0.019748,1.280216,0.705696
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,59,1777,1777,1980,1980,5,5,15,15,14,14,3.773876,0.181236,0.251173,0.264129,0.021067,0.022672,131,27,20,40,170,34,34,93,36560,68,68,23952,1.169035,0.020131,1.280486,1.643183
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,60,1777,1777,1980,1980,5,5,15,15,14,14,3.918496,0.186634,0.250919,0.263715,0.021045,0.022570,129,28,24,26,170,34,34,45,36570,68,68,23862,0.575968,0.020030,1.279767,0.707860
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,60,1777,1777,1980,1980,5,5,15,15,14,14,3.817592,0.180589,0.251349,0.263626,0.021056,0.022648,121,21,23,47,170,34,34,93,36560,68,68,23952,1.164323,0.019754,1.280390,1.638611
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,61,1777,1777,1980,1980,5,5,15,15,14,14,3.906098,0.184402,0.250926,0.263341,0.021070,0.022614,133,26,23,28,170,34,34,45,36570,68,68,23862,0.577774,0.020109,1.279025,0.704164
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,61,1777,1777,1980,1980,5,5,15,15,14,14,3.881094,0.184880,0.250994,0.263299,0.021030,0.022578,130,20,17,49,170,34,34,93,36560,68,68,23952,1.166610,0.020762,1.280534,1.642803
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,62,1777,1777,1980,1980,5,5,15,15,14,14,3.854037,0.184442,0.251237,0.263869,0.021059,0.022663,124,25,19,24,170,34,34,45,36560,68,68,23862,0.577283,0.020344,1.279849,0.706961
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,62,1777,1777,1980,1980,5,5,15,15,14,14,3.762177,0.180955,0.251084,0.263960,0.021076,0.022678,122,25,22,49,170,34,34,93,36560,68,68,23952,1.167715,0.019846,1.280451,1.643185
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,63,1778,1778,1980,1980,5,5,15,15,14,14,3.844975,0.183935,0.250670,0.263405,0.021053,0.022645,122,24,18,17,170,34,34,45,36580,68,68,23862,0.576836,0.019364,1.279272,0.705539
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,63,1777,1777,1980,1980,5,5,15,15,14,14,3.868430,0.184241,0.250854,0.263504,0.021060,0.022656,136,27,25,45,170,34,34,93,36580,68,68,23952,1.164376,0.020277,1.279236,1.637688
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,64,1777,1777,1980,1980,5,5,15,15,14,14,3.881588,0.185336,0.250897,0.262963,0.021083,0.022686,125,27,24,20,170,34,34,45,36576,68,68,23862,0.576711,0.020039,1.279451,0.704676
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,64,1777,1777,1980,1980,5,5,15,15,14,14,3.814122,0.182598,0.250925,0.263204,0.021078,0.022611,120,25,21,49,170,34,34,93,36570,68,68,23952,1.165850,0.019745,1.279399,1.645142
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,65,1777,1777,1980,1980,5,5,15,15,14,14,3.838550,0.182831,0.250918,0.263986,0.021075,0.022707,125,27,22,25,170,34,34,45,36570,68,68,23862,0.576799,0.020274,1.280130,0.705244
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,65,1777,1777,1980,1980,5,5,15,15,14,14,3.850597,0.182444,0.251006,0.263824,0.021082,0.022614,118,24,18,52,170,34,34,93,36560,68,68,23952,1.167244,0.019612,1.280583,1.639652
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,66,1778,1778,1980,1980,5,5,15,15,14,14,3.873530,0.183593,0.250681,0.263806,0.021061,0.022617,136,17,17,21,170,34,34,45,36580,68,68,23862,0.576584,0.019866,1.279747,0.704318
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,66,1777,1777,1980,1980,5,5,15,15,14,14,3.860406,0.183850,0.250960,0.263347,0.021049,0.022645,131,22,20,53,170,34,34,93,36566,68,68,23952,1.167014,0.019668,1.281012,1.641898
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,67,1777,1777,1980,1980,5,5,15,15,14,14,3.837985,0.182992,0.251284,0.263560,0.021027,0.022693,125,26,18,22,170,34,34,45,36560,68,68,23862,0.578733,0.019733,1.279996,0.706389
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,67,1778,1778,1980,1980,5,5,15,15,14,14,3.841480,0.182715,0.250819,0.263674,0.021071,0.022620,126,30,20,45,170,34,34,93,36580,68,68,23952,1.167369,0.020150,1.280510,1.646030
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,68,1777,1777,1980,1980,5,5,15,15,14,14,3.886686,0.182715,0.250935,0.263526,0.021080,0.022656,134,24,26,30,170,34,34,45,36569,68,68,23862,0.577221,0.020203,1.279472,0.705831
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,68,1777,1777,1980,1980,5,5,15,15,14,14,3.805326,0.181344,0.250986,0.263900,0.021034,0.022691,127,28,21,47,170,34,34,93,36560,68,68,23952,1.169855,0.020524,1.279086,1.638664
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,69,1777,1777,1980,1980,5,5,15,15,14,14,3.889866,0.184072,0.251149,0.263847,0.021077,0.022747,125,25,20,25,170,34,34,45,36560,68,68,23862,0.578095,0.019697,1.280137,0.706745
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,69,1777,1777,1980,1980,5,5,15,15,14,14,3.887857,0.184163,0.251042,0.263931,0.021071,0.022645,131,20,14,47,170,34,34,93,36560,68,68,23952,1.172948,0.020254,1.279252,1.651306
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,70,1778,1778,1980,1980,5,5,15,15,14,14,3.912406,0.183817,0.250785,0.263811,0.021021,0.022608,123,28,25,20,170,34,34,45,36580,68,68,23862,0.576559,0.019340,1.280908,0.705402
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,70,1777,1777,1980,1980,5,5,15,15,14,14,3.855993,0.183584,0.250886,0.263428,0.021047,0.022630,122,27,23,43,170,34,34,93,36576,68,68,23952,1.167083,0.020543,1.280959,1.645078
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,71,1777,1777,1980,1980,5,5,15,15,14,14,3.834301,0.181367,0.251062,0.263044,0.021042,0.022610,129,27,27,23,170,34,34,45,36560,68,68,23862,0.577904,0.019909,1.279692,0.704800
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,71,1777,1777,1980,1980,5,5,15,15,14,14,3.864314,0.184172,0.251225,0.263606,0.021042,0.022570,127,30,24,46,170,34,34,93,36560,68,68,23952,1.165976,0.019248,1.279060,1.641248
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,72,1777,1777,1980,1980,5,5,15,15,14,14,3.775073,0.181353,0.251051,0.263909,0.021098,0.022670,118,25,16,23,170,34,34,45,36560,68,68,23862,0.578356,0.020366,1.280066,0.704783
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,72,1777,1777,1980,1980,5,5,15,15,14,14,3.843661,0.183159,0.251030,0.263410,0.021086,0.022590,120,22,19,46,170,34,34,93,36560,68,68,23952,1.167124,0.019873,1.279445,1.644334
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,73,1777,1777,1980,1980,5,5,15,15,14,14,3.861032,0.183485,0.250893,0.262927,0.021044,0.022617,125,27,20,20,170,34,34,45,36576,68,68,23862,0.576870,0.019736,1.280167,0.704006
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,73,1777,1777,1980,1980,5,5,15,15,14,14,3.803812,0.182772,0.250890,0.263485,0.021062,0.022673,126,25,19,47,170,34,34,93,36576,68,68,23952,1.166561,0.020239,1.278398,1.640671
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,74,1778,1778,1980,1980,5,5,15,15,14,14,3.825414,0.180770,0.250841,0.264023,0.021080,0.022711,125,28,25,25,170,34,34,45,36580,68,68,23862,0.576780,0.020302,1.279382,0.704820
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,74,1777,1777,1980,1980,5,5,15,15,14,14,3.854228,0.184181,0.251201,0.264023,0.021103,0.022684,120,22,15,48,170,34,34,93,36560,68,68,23952,1.163996,0.019795,1.279781,1.646543
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,75,1777,1777,1980,1980,5,5,15,15,14,14,3.853154,0.183370,0.250885,0.263722,0.021058,0.022596,121,22,20,25,170,34,34,45,36576,68,68,23862,0.578203,0.020250,1.280043,0.707250
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,75,1778,1778,1980,1980,5,5,15,15,14,14,3.863453,0.182435,0.250834,0.263081,0.021048,0.022632,123,21,17,46,170,34,34,93,36580,68,68,23952,1.164979,0.020367,1.280176,1.644702
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,76,1777,1777,1980,1980,5,5,15,15,14,14,3.838196,0.184036,0.251043,0.263397,0.021081,0.022767,131,27,19,21,170,34,34,45,36560,68,68,23862,0.577654,0.020589,1.279063,0.706387
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,76,1777,1777,1980,1980,5,5,15,15,14,14,3.854653,0.184159,0.251049,0.264087,0.021115,0.022739,137,24,21,53,170,34,34,93,36560,68,68,23952,1.165703,0.020222,1.280123,1.644696
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,77,1777,1777,1980,1980,5,5,15,15,14,14,3.851084,0.183158,0.250867,0.263652,0.021099,0.022711,116,22,17,27,170,34,34,45,36578,68,68,23862,0.577492,0.020187,1.279238,0.706183
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,77,1777,1777,1980,1980,5,5,15,15,14,14,3.884836,0.184142,0.251051,0.263847,0.021100,0.022736,123,21,23,44,170,34,34,93,36560,68,68,23952,1.166578,0.019816,1.280640,1.645325
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,78,1777,1777,1980,1980,5,5,15,15,14,14,3.836961,0.181081,0.251214,0.264259,0.021096,0.022643,122,25,23,24,170,34,34,45,36560,68,68,23862,0.575929,0.020362,1.280347,0.704894
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,78,1777,1777,1980,1980,5,5,15,15,14,14,3.900433,0.185772,0.251284,0.264011,0.021085,0.022632,131,22,22,47,170,34,34,93,36560,68,68,23952,1.168607,0.020333,1.280209,1.638315
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,79,1777,1777,1980,1980,5,5,15,15,14,14,3.817467,0.181424,0.251273,0.264266,0.021026,0.022568,113,27,25,23,170,34,34,45,36560,68,68,23862,0.577784,0.019652,1.279316,0.706256
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,79,1777,1777,1980,1980,5,5,15,15,14,14,3.778258,0.181532,0.251519,0.264491,0.021062,0.022653,114,24,19,46,170,34,34,93,36560,68,68,23952,1.164675,0.019971,1.281475,1.644882
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,80,1778,1778,1980,1980,5,5,15,15,14,14,3.831522,0.181778,0.250820,0.263094,0.021069,0.022633,129,26,25,25,170,34,34,45,36580,68,68,23862,0.577699,0.020227,1.279779,0.704382
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,80,1777,1777,1980,1980,5,5,15,15,14,14,3.868016,0.184348,0.250865,0.263210,0.021046,0.022633,128,24,24,54,170,34,34,93,36578,68,68,23952,1.166490,0.020491,1.280569,1.641122
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,81,1777,1777,1980,1980,5,5,15,15,14,14,3.845052,0.183031,0.250962,0.263840,0.021080,0.022737,127,25,21,24,170,34,34,45,36566,68,68,23862,0.578422,0.019980,1.280515,0.705420
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,81,1777,1777,1980,1980,5,5,15,15,14,14,3.811885,0.181811,0.251124,0.264334,0.021082,0.022713,127,24,19,52,170,34,34,93,36560,68,68,23952,1.167565,0.019976,1.280550,1.646923
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,82,1777,1777,1980,1980,5,5,15,15,14,14,3.832294,0.182319,0.250999,0.263613,0.021066,0.022652,118,22,21,27,170,34,34,45,36560,68,68,23862,0.576551,0.019501,1.279653,0.708539
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,82,1777,1777,1980,1980,5,5,15,15,14,14,3.886568,0.183738,0.251274,0.264307,0.021043,0.022694,128,19,22,45,170,34,34,93,36560,68,68,23952,1.165825,0.019908,1.280854,1.645591
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,83,1777,1777,1980,1980,5,5,15,15,14,14,3.815902,0.183233,0.250919,0.263695,0.021114,0.022681,130,26,23,22,170,34,34,45,36570,68,68,23862,0.577937,0.020017,1.279778,0.706361
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,83,1778,1778,1980,1980,5,5,15,15,14,14,3.894116,0.184861,0.250798,0.263582,0.021086,0.022714,128,29,25,45,170,34,34,93,36580,68,68,23952,1.168243,0.019401,1.279152,1.643832
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,84,1777,1777,1980,1980,5,5,15,15,14,14,3.926130,0.184789,0.251262,0.264243,0.021085,0.022667,130,27,22,25,170,34,34,45,36560,68,68,23862,0.576630,0.020169,1.280360,0.705873
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,84,1777,1777,1980,1980,5,5,15,15,14,14,3.808688,0.181991,0.251020,0.263483,0.021097,0.022696,124,25,22,57,170,34,34,93,36560,68,68,23952,1.166584,0.020665,1.280025,1.641925
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,85,1777,1777,1980,1980,5,5,15,15,14,14,3.806280,0.181794,0.251009,0.263639,0.021079,0.022657,126,27,20,24,170,34,34,45,36560,68,68,23862,0.576641,0.019632,1.279792,0.705585
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,85,1777,1777,1980,1980,5,5,15,15,14,14,3.809543,0.182283,0.250894,0.263457,0.021058,0.022638,135,21,21,40,170,34,34,93,36576,68,68,23952,1.166519,0.019634,1.279963,1.649899
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,86,1777,1777,1980,1980,5,5,15,15,14,14,3.867586,0.182532,0.251496,0.264320,0.021076,0.022687,126,22,18,24,170,34,34,45,36560,68,68,23862,0.580061,0.019441,1.281450,0.707033
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,86,1777,1777,1980,1980,5,5,15,15,14,14,3.849377,0.182058,0.250941,0.264284,0.021078,0.022652,120,28,23,49,170,34,34,93,36569,68,68,23952,1.167807,0.019574,1.280369,1.644180
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,87,1778,1778,1980,1980,5,5,15,15,14,14,3.897098,0.185425,0.250695,0.263061,0.021071,0.022641,124,19,19,22,170,34,34,45,36580,68,68,23862,0.577999,0.019758,1.279705,0.706704
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,87,1777,1777,1980,1980,5,5,15,15,14,14,3.861925,0.185294,0.250944,0.263721,0.021040,0.022587,137,26,22,46,170,34,34,93,36569,68,68,23952,1.166820,0.020109,1.280633,1.644399
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,88,1777,1777,1980,1980,5,5,15,15,14,14,3.805559,0.181066,0.251349,0.263968,0.021089,0.022677,129,25,21,26,170,34,34,45,36560,68,68,23862,0.578394,0.020153,1.280440,0.705603
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,88,1777,1777,1980,1980,5,5,15,15,14,14,3.868720,0.184016,0.251121,0.263884,0.021082,0.022595,134,24,16,43,170,34,34,93,36560,68,68,23952,1.163295,0.019806,1.278589,1.644248
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,89,1777,1777,1980,1980,5,5,15,15,14,14,3.846340,0.183450,0.251158,0.263552,0.021071,0.022637,129,27,19,18,170,34,34,45,36560,68,68,23862,0.578768,0.020243,1.280834,0.704215
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,89,1777,1777,1980,1980,5,5,15,15,14,14,3.885548,0.182106,0.251092,0.263362,0.021081,0.022585,129,28,22,47,170,34,34,93,36560,68,68,23952,1.169940,0.020491,1.279425,1.637962
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,40,1777,1777,1980,1980,5,5,3,3,26,26,61.590194,0.182870,0.250967,0.263770,0.021061,0.022629,127,21,26,16,170,34,34,48,36566,68,68,23910,3.139445,0.020133,1.280459,3.021148
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,40,1777,1777,1980,1980,5,5,3,3,26,26,61.616819,0.181783,0.250936,0.264080,0.021070,0.022674,128,25,25,27,170,34,34,63,36570,68,68,23928,3.255530,0.018845,1.279865,3.572266
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,41,1777,1777,1980,1980,5,5,3,3,26,26,61.648439,0.181644,0.251121,0.263610,0.021068,0.022566,122,25,17,26,170,34,34,48,36560,68,68,23910,3.139524,0.020334,1.279178,3.022905
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,41,1777,1777,1980,1980,5,5,3,3,26,26,61.657739,0.184186,0.251395,0.264114,0.021065,0.022683,122,24,26,33,170,34,34,63,36560,68,68,23928,3.256724,0.020126,1.279840,3.574796
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,42,1777,1777,1980,1980,5,5,3,3,26,26,61.668788,0.183958,0.251055,0.263761,0.021095,0.022695,126,25,22,26,170,34,34,48,36560,68,68,23910,3.139300,0.019328,1.279745,3.022614
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,42,1777,1777,1980,1980,5,5,3,3,26,26,61.633983,0.183090,0.250995,0.263533,0.021069,0.022749,122,24,21,30,170,34,34,63,36560,68,68,23928,3.256670,0.020307,1.279310,3.574912
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,43,1777,1777,1980,1980,5,5,3,3,26,26,61.656981,0.182855,0.250858,0.264030,0.021096,0.022706,128,24,18,20,170,34,34,48,36578,68,68,23910,3.137587,0.019923,1.279105,3.023050
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,43,1777,1777,1980,1980,5,5,3,3,26,26,61.619661,0.182391,0.251017,0.263409,0.021066,0.022665,129,19,21,32,170,34,34,63,36560,68,68,23928,3.256951,0.019805,1.279128,3.572404
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,44,1777,1777,1980,1980,5,5,3,3,26,26,61.584254,0.181257,0.250994,0.263957,0.021052,0.022578,124,28,23,26,170,34,34,48,36560,68,68,23910,3.137636,0.020191,1.280187,3.020634
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,44,1777,1777,1980,1980,5,5,3,3,26,26,61.635736,0.183843,0.251216,0.263984,0.021059,0.022640,125,26,20,33,170,34,34,63,36560,68,68,23928,3.256469,0.020170,1.280001,3.575788
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,45,1777,1777,1980,1980,5,5,3,3,26,26,61.659191,0.184160,0.251187,0.263985,0.021047,0.022561,124,24,18,24,170,34,34,48,36560,68,68,23910,3.139996,0.019889,1.281368,3.021426
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,45,1777,1777,1980,1980,5,5,3,3,26,26,61.658763,0.185025,0.251023,0.263320,0.021061,0.022604,128,29,18,31,170,34,34,63,36560,68,68,23928,3.256945,0.020007,1.279707,3.576505
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,46,1777,1777,1980,1980,5,5,3,3,26,26,61.654285,0.184613,0.250959,0.264225,0.021025,0.022546,121,26,22,18,170,34,34,48,36566,68,68,23910,3.137907,0.019399,1.278771,3.019336
